,elbo,condition
546,5362.688872164488,easy
547,5353.219325920939,easy
548,5363.101604577899,easy
549,5355.904524117709,easy
550,5354.52666131258,easy
551,5358.899764168263,easy
552,5360.650112867355,easy
553,5359.6922824502,easy
554,5352.4380298674105,easy
555,5361.078840070963,easy
556,5344.021166998149,easy
557,5357.61708573699,easy
558,5357.776739212871,easy
559,5353.114223235845,easy
560,5360.610445858538,easy
561,5354.135854202509,easy
562,5370.6364222049715,easy
563,5352.210884249211,easy
564,5353.841016988457,easy
565,5351.399454528093,easy
566,5357.226096978784,easy
567,5352.448124817014,easy
568,5356.9449493497605,easy
569,5354.55410490036,easy
570,5358.120320177078,easy
571,5355.29018112421,easy
572,5354.6516406893725,easy
573,5356.843446291982,easy
574,5357.8606625214225,easy
575,5361.493447181583,easy
576,5348.026620411874,easy
577,5344.799208968878,easy
578,5350.387428128719,easy
579,5347.807020795345,easy
580,5351.169852793217,easy
581,5356.0281447649,easy
582,5355.811693105102,easy
583,5359.845821242035,easy
584,5353.779001389444,easy
585,5353.4305089175705,easy
586,5354.592880210281,easy
587,5360.7157080531115,easy
588,5366.695958238839,easy
589,5360.542555791139,easy
590,5349.872889563441,easy
591,5351.711432641745,easy
592,5357.095395469665,easy
593,5360.19165546,easy
594,5354.821975013613,easy
595,5352.197514736653,easy
596,5356.120158880949,easy
597,5348.723145222663,easy
598,5349.504483860731,easy
599,5349.525260436535,easy
